dataverse,article,date,year,journal
THE_REVIEW,Embedding Regression: Models for Context-Specific Description and Inference,19/01/2023,2023,apsr
THE_REVIEW,Strategic Reporting: A Formal Model of Biases in Conflict Data,21/12/2022,2022,apsr
THE_REVIEW,How Exile Shapes Online Opposition: Evidence from Venezuela,19/12/2022,2022,apsr
THE_REVIEW,Revolutionary Violence and CounterrevolutionEmbargoed,19/12/2022,2022,apsr
THE_REVIEW,BARP: Improving Mister P with Bayesian Additive Regression Trees,14/12/2022,2022,apsr
THE_REVIEW,Government Rhetoric and the Representation of Public Opinion in International Negotiations,09/12/2022,2022,apsr
THE_REVIEW,The President Will See Whom Now? Presidential Engagement with Organized Interests,07/12/2022,2022,apsr
THE_REVIEW,White Americans' Reactions to Racial Disparities in COVID-19,05/12/2022,2022,apsr
THE_REVIEW,"""Trauma and Turnout: The Political Consequences of Traumatic Events""",02/12/2022,2022,apsr
THE_REVIEW,Ticketing and Turnout: The Participatory Consequences of Low-Level Police Contact,02/12/2022,2022,apsr
THE_REVIEW,"""Failing The Test: The Countervailing Attitudinal Effects of Civil Service Examinations""",28/11/2022,2022,apsr
THE_REVIEW,Complements or Substitutes? How Institutional Arrangements Bind Traditional Authorities and the State in Africa,08/11/2022,2022,apsr
THE_REVIEW,Collective Remembrance and Private Choice: German-Greek Conflict and Behavior in Times of Crisis,08/11/2022,2022,apsr
THE_REVIEW,The Perpetuity of the Past: Transmission of Political Inequality across Multiple Generations,07/11/2022,2022,apsr
THE_REVIEW,Making the List: Reevaluating Political Trust and Social Desirability in China,07/11/2022,2022,apsr
THE_REVIEW,STADL Up! The Spatio-Temporal Autoregressive Distributed Lag Model for TSCS Data Analysis,03/11/2022,2022,apsr
THE_REVIEW,Privatizing Financial Protection: Regulatory Feedback and the Politics of Financial Reform,28/10/2022,2022,apsr
THE_REVIEW,"Relaxing Assumptions, Improving Inference: Integrating Machine Learning and the Linear Regression",28/10/2022,2022,apsr
THE_REVIEW,Do Violent Protests Affect Expressions of Party Identity? Evidence from the Capitol Insurrection,25/10/2022,2022,apsr
THE_REVIEW,Local News and the Electoral Incentive to Invest in Infrastructure,20/10/2022,2022,apsr
THE_REVIEW,"Equality, Reciprocity, or Need? Bolstering Welfare Policy Support for Marginalized Groups with Distributive Fairness",19/10/2022,2022,apsr
THE_REVIEW,Misperceptions About Refugee Policy,17/10/2022,2022,apsr
THE_REVIEW,"Language, Skin Tone, and Attitudes toward Puerto Rico in the Aftermath of Hurricane Maria",14/10/2022,2022,apsr
THE_REVIEW,Ideology for the Future,12/10/2022,2022,apsr
THE_REVIEW,Automatic Voter Re-registration as a Housewarming Gift: Quantifying Causal Effects on Turnout Using Movers,11/10/2022,2022,apsr
THE_REVIEW,"External Validity: Framework, Design, and Analysis",11/10/2022,2022,apsr
THE_REVIEW,International Sports Events and Repression in Autocracies: Evidence from the 1978 FIFA World Cup,06/10/2022,2022,apsr
THE_REVIEW,Can Stakeholders Mobilize Businesses for the Protection of Democracy? Evidence from the U.S. Capitol Insurrection,03/10/2022,2022,apsr
THE_REVIEW,The Domestic Sources of International Reputation,19/09/2022,2022,apsr
THE_REVIEW,Can Elections Motivate Responsiveness in a Single-Party Regime? Experimental Evidence from Vietnam,08/09/2022,2022,apsr
THE_REVIEW,"Foundations of a New Democracy: Schooling, Inequality, and Voting in the Early Republic",08/09/2022,2022,apsr
THE_REVIEW,Competition in Congressional Elections: Money Versus Votes,06/09/2022,2022,apsr
THE_REVIEW,The Democratic State and Redistribution: Whose Interests Are Served?,06/09/2022,2022,apsr
THE_REVIEW,Rebel Motivations and Repression,06/09/2022,2022,apsr
THE_REVIEW,Symbolic Refugee Protection: Explaining Latin America’s Liberal Refugee Laws,06/09/2022,2022,apsr
THE_REVIEW,Moderates,06/09/2022,2022,apsr
THE_REVIEW,Electoral Systems and Gender Inequality in Political News: Analyzing the News Visibility of Members of Parliament in Norway and the UK.,30/08/2022,2022,apsr
THE_REVIEW,Political Solutions to Discriminatory Behavior,30/08/2022,2022,apsr
THE_REVIEW,Does Political Representation Increase Participation? Evidence from Party Candidate Lotteries in Mexico,26/08/2022,2022,apsr
THE_REVIEW,Rationalizing Democracy: The Perceptual Bias and (Un)Democratic Behavior,25/08/2022,2022,apsr
THE_REVIEW,"Weak, Despotic, or Inclusive? How State Type Emerges from State vs. Civil Society Competition",22/08/2022,2022,apsr
THE_REVIEW,Armed Violence and Patriarchal Values: A Survey of Young Men in Thailand and their Military Experiences,08/08/2022,2022,apsr
THE_REVIEW,Gender and the Impact of Proportional Representation: A Comment on the Peripheral Voting Thesis,08/08/2022,2022,apsr
THE_REVIEW,Facing Change: Gender and Climate Change Attitudes Worldwide,08/08/2022,2022,apsr
THE_REVIEW,Affluence and Influence in a Social Democracy,29/07/2022,2022,apsr
THE_REVIEW,The German Trade Shock and the Rise of the Neo-Welfare State in Early 20th Century Britain,28/07/2022,2022,apsr
THE_REVIEW,The Politics of Police Data: State Legislative Capacity and the Transparency of State and Substate Agencies,20/07/2022,2022,apsr
THE_REVIEW,Replication data for “It’s Like Shouting to a Brick Wall”: Normative Whiteness and Racism in the European Parliament,19/07/2022,2022,apsr
THE_REVIEW,Measuring Misperceptions?,14/07/2022,2022,apsr
THE_REVIEW,"Policing, Democratic Participation, and the Reproduction of Asymmetric Citizenship",12/07/2022,2022,apsr
THE_REVIEW,The Representational Consequences of Municipal Civil Service Reform,07/07/2022,2022,apsr
THE_REVIEW,"Greed, Envy, and Admiration: The Distinct Nature of Public Opinion about Redistribution from the Rich",06/07/2022,2022,apsr
THE_REVIEW,Prejudiced When Climbing Up or When Falling Down? Why Some People of Color Express Anti-Black Racism,17/06/2022,2022,apsr
THE_REVIEW,Can’t We All Just Get Along? How Women MPs Can Ameliorate Affective Polarization in Western Publics,14/06/2022,2022,apsr
THE_REVIEW,Canvassing the Gatekeepers: A Field Experiment to Increase Women Voters' Turnout in Pakistan,18/05/2022,2022,apsr
THE_REVIEW,The Effect of Pregnancy on Engagement with Politics. Toward a Model of the Political Consequences of the Earliest Stages of Parenthood,17/05/2022,2022,apsr
THE_REVIEW,Does the International Criminal Court Target the American Military?,16/05/2022,2022,apsr
THE_REVIEW,How Are Politicians Informed? Witnesses and Information Provision in Congress,16/05/2022,2022,apsr
THE_REVIEW,Temporary Disenfranchisement: Negative Side-Effects of Lowering the Voting Age,10/05/2022,2022,apsr
THE_REVIEW,"Democracy, Public Support, and Measurement Uncertainty",05/05/2022,2022,apsr
THE_REVIEW,"""Learning to Dislike Your Opponents: Political Socialization in the Era of Polarization""",04/05/2022,2022,apsr
THE_REVIEW,Campaign Contributions and Roll Call Voting in the US House of Representatives: the case of the Sugar industry,02/05/2022,2022,apsr
THE_REVIEW,The Effect of Gender on Interruptions at Congressional Hearings,02/05/2022,2022,apsr
THE_REVIEW,Land and Legibility: When do Citizens Expect Secure Property Rights in Weak States?,02/05/2022,2022,apsr
THE_REVIEW,Replication Data for Survey Nonresponse and Mass Polarization: The consequences of declining contact and cooperation rates,02/05/2022,2022,apsr
THE_REVIEW,The Competing Influence of Policy Content and Political Cues: Cross-Border Evidence from the United States and Canada,20/04/2022,2022,apsr
THE_REVIEW,Intrinsic Social Incentives in State and Non-state Armed Groups,20/04/2022,2022,apsr
THE_REVIEW,"""Does Receiving Government Assistance Shape Political Attitudes? Evidence from Agricultural Producers""",19/04/2022,2022,apsr
THE_REVIEW,Social Groups as the Source of Political Belief Systems: Fresh Evidence on an Old Theory,19/04/2022,2022,apsr
THE_REVIEW,Why So Little Strategic Voting in India,13/04/2022,2022,apsr
THE_REVIEW,Creating Climate Coalitions: Mass Preferences for Compensating Vulnerability in the World’s Two Largest Democracies,13/04/2022,2022,apsr
THE_REVIEW,Does Political Oversight of the Bureaucracy Increase Accountability? Field Experimental Evidence from a Dominant Party Regime,13/04/2022,2022,apsr
THE_REVIEW,Power Sharing and Authoritarian Stability: How Rebel Regimes Solve the Guardianship Dilemma,13/04/2022,2022,apsr
THE_REVIEW,Voting for Votes: Opposition Parties’ Legislative Activity and Electoral Outcomes,11/04/2022,2022,apsr
THE_REVIEW,Education or Indoctrination? The Violent Origins of Public School Systems in an Era of State-Building,07/04/2022,2022,apsr
THE_REVIEW,Migration and the Demand for Transnational Justice,06/04/2022,2022,apsr
THE_REVIEW,Preventing Rebel Resurgence after Civil War: A Field Experiment in Security and Justice Provision in Rural Colombia,31/03/2022,2022,apsr
THE_REVIEW,Informing the Leader: Bureaucracies and International Crises,31/03/2022,2022,apsr
THE_REVIEW,The Ex-Factor: Examining the Gendered Effect of Divorce on Voter Turnout,29/03/2022,2022,apsr
THE_REVIEW,Replication File for: “Let our ballots secure what our bullets have won”: Union Veterans and the Making of Radical Reconstruction,29/03/2022,2022,apsr
THE_REVIEW,Voter outreach campaigns can reduce affective polarization among implementing political activists: evidence from inside three campaigns,25/03/2022,2022,apsr
THE_REVIEW,"""The Logic of Kidnapping in Civil War: Evidence from Colombia""",23/03/2022,2022,apsr
THE_REVIEW,The Opinion Mobilizing Effect of Social Protest Against Police Violence: Evidence from the 2020 George Floyd Protests,23/03/2022,2022,apsr
THE_REVIEW,When do Männerparteien Elect Women? Radical Right Populist Parties and Strategic Descriptive Representation,23/03/2022,2022,apsr
THE_REVIEW,Disappointed Expectations: Downward Mobility and Electoral Change,17/03/2022,2022,apsr
THE_REVIEW,Reframing the Guardianship Dilemma: How the Military’s Dual Disloyalty Options Imperil Dictators,03/03/2022,2022,apsr
THE_REVIEW,"""Does Competence Make Citizens Tolerate Undemocratic Behavior?""",22/02/2022,2022,apsr
THE_REVIEW,Why Botter: How Pro-Government Bots Fight Opposition in Russia,22/02/2022,2022,apsr
THE_REVIEW,"Can courts in non-democracies deter election fraud? De jure judicial independence, political competition, and election integrity",18/02/2022,2022,apsr
THE_REVIEW,Ethnic Bias in Judicial Decision-making: Evidence from Criminal Appeals in Kenya,11/02/2022,2022,apsr
THE_REVIEW,“I’m Not Sure What to Believe:” Media Distrust and Opinion Formation during the COVID-19 Pandemic,04/02/2022,2022,apsr
THE_REVIEW,The Politics of Policy: The Initial Mass Political Effects of Medicaid Expansion in the States,28/01/2022,2022,apsr
THE_REVIEW,Blood is Thicker Than Water: Elite Kinship Networks and State Building in Imperial China,26/01/2022,2022,apsr
THE_REVIEW,Coming out to vote: The construction of a lesbian and gay electoral constituency in the United States,26/01/2022,2022,apsr
THE_REVIEW,Enfranchisement and Incarceration After the 1965 Voting Rights Act,20/01/2022,2022,apsr
THE_REVIEW,"Trump and the Shifting Meaning of ""Conservative"": Using Activists' Pairwise Comparisons to Measure Politicians' Perceived Ideologies",20/01/2022,2022,apsr
THE_REVIEW,"""Electoral Responsiveness in Closed Autocracies: Evidence from Petitions in the former German Democratic Republic""",23/12/2021,2021,apsr
THE_REVIEW,The Curse of Good Intentions: Why Anti-Corruption Messaging Can Encourage Bribery,20/12/2021,2021,apsr
THE_REVIEW,"""Changing In-Group Boundaries: The Effect of Immigration on Race Relations in the United States""",13/12/2021,2021,apsr
THE_REVIEW,Group Size and Protest Mobilization across Movements and Countermovements,10/12/2021,2021,apsr
THE_REVIEW,“Outside Lobbying” Over the Airwaves: A Randomized Field Experiment on Televised Issue Ads,07/12/2021,2021,apsr
THE_REVIEW,The Provenance Problem: Research Methods and Ethics in the Age of WikiLeaks,07/12/2021,2021,apsr
THE_REVIEW,Does the Meeting Style Matter? The Effects of Exposure to Participatory and Deliberative School Board Meetings,01/12/2021,2021,apsr
THE_REVIEW,The Economic Consequences of Banking Crises: The Role of Central Banks and Optimal Independence,15/11/2021,2021,apsr
THE_REVIEW,Violence and Voting in the United States: How School Shootings Affect Elections,09/11/2021,2021,apsr
THE_REVIEW,"Replication data for: Sovereignty, Substance, and Public Support for European Courts’ Human Rights Rulings",05/11/2021,2021,apsr
THE_REVIEW,Who Votes More Strategically?,02/11/2021,2021,apsr
THE_REVIEW,Punishment and Politicization in the International Human Rights Regime,02/11/2021,2021,apsr
THE_REVIEW,The Effect of Television Advertising in United States Elections,02/11/2021,2021,apsr
THE_REVIEW,The Influence of Unknown Media on Public Opinion: Evidence from Local and Foreign News Sources,02/11/2021,2021,apsr
THE_REVIEW,Senators at Home: Local Attentiveness and Policy Representation in Congress,02/11/2021,2021,apsr
THE_REVIEW,Ambiguous Platforms and Correlated Preferences: Experimental Evidence,29/10/2021,2021,apsr
THE_REVIEW,Post Post-Broadcast Democracy? News Exposure in the Age of Online Intermediaries,29/10/2021,2021,apsr
THE_REVIEW,"Land, Opportunism, and Displacement in Civil Wars: Evidence from Colombia",28/10/2021,2021,apsr
THE_REVIEW,"From recognition to integration: indigenous autonomy, state authority, and national identity in the Philippines",15/10/2021,2021,apsr
THE_REVIEW,Benevolent Policies: Bureaucratic Politics and the International Dimensions of Social Policy Expansion,12/10/2021,2021,apsr
THE_REVIEW,Under the Microscope: Gender and Accountability in the US Congress,12/10/2021,2021,apsr
THE_REVIEW,Authoritarian Rallying as Reputational Cascade? Evidence from Putin's Popularity Surge after Crimea,28/09/2021,2021,apsr
